ConceptId	Synonyms
395013008	On examination - footwear
395014002	On examination - inappropriate footwear
395017009	C/O - panic attack
395022009	Nocturnal asthma
395084008	Discussed with caregiver
395089003	Family history: Neoplasm of CNS
395089003	Family history: Neoplasm of central nervous system
3951000119103	Medial epicondyle apophysitis
395108007	Main spoken language Persian
395122007	On examination - scalp rash
395125009	Family history: Aortic aneurysm
39513007	Atresia of vas deferens
39513007	Imperforate vas deferens
395149007	On examination - vibration sense left foot reduced
395150007	On examination - vibration sense right foot reduced
395163001	On examination - dysmorphic features
395182005	Odor symptom
395183000	Subperiosteal hematoma
395186008	On examination - Umbilical stump - neonatal
395196004	On examination - Injection sites normal
395204000	Hyperosmolar non-ketotic state in type 2 diabetes mellitus
395204000	Hyperosmolar non-ketotic state in type II diabetes mellitus
395210000	On examination - undernourished
39521000119107	Infertility investigation and testing done
39521001	Packed red cell poisoning
39521001	Poisoning caused by packed red cells
395211001	On examination - protruding suture
395211001	O/E - proud suture
395215005	Adverse reaction caused by bupropion
395215005	Drug reaction: bupropion
39526006	Long foreskin
39526006	Redundant foreskin
39540007	Congenital depressions in skull
39547005	Enthesopathy of knee region
395502002	Tumor of optic nerve and sheath
395502002	Tumour of optic nerve and sheath
395505000	Tumor of optic nerve
395505000	Tumour of optic nerve
395528004	Fragmented tissue specimen
395529007	Low-grade (well to moderately differentiated)
395530002	High-grade (poorly differentiated to undifferentiated)
395532005	Extent of invasion cannot be determined
395532005	Tumor extent of invasion cannot be determined
395533000	Tumor invades lamina propria
395534006	Tumor invades muscularis mucosae
395537004	Surgical margin involvement by tumor cannot be assessed
395538009	Description of microscopic appearance of specimen
395538009	Microscopic specimen finding
395538009	Microscopic appearance of specimen
395540004	Mucosal surgical margin uninvolved by malignant neoplasm
395541000	Mucosal surgical margin involved by malignant neoplasm
395542007	Mucosal margin involved by adenoma
395544008	Deep surgical margin involved by malignant neoplasm
395545009	Mucosal surgical margin uninvolved by in situ carcinoma
395546005	Mucosal surgical margin involved by in situ carcinoma
395547001	Deep surgical margin uninvolved by malignant neoplasm
395548006	Deep surgical margin uninvolved by in situ carcinoma
395549003	Deep surgical margin involved by in situ carcinoma
395551004	Venous/lymphatic invasion by tumor not applicable
395551004	Venous/lymphatic invasion by tumour not applicable
395551004	Venous (large vessel)/lymphatic (small vessel) invasion by tumor not applicable
395552006	Venous (large vessel)/lymphatic (small vessel) invasion by tumor absent
395552006	Venous/lymphatic invasion by tumour absent
395552006	Venous/lymphatic invasion by tumor absent
395554007	Venous (large vessel)/lymphatic (small vessel) invasion by tumor indeterminate
395554007	Venous/lymphatic invasion by tumor indeterminate
395554007	Venous/lymphatic invasion by tumour indeterminate
395555008	No additional pathologic finding in tumor specimen
395557000	Tumor finding
395662007	Able to understand concept of danger
395663002	Unable to understand concept of danger
395664008	Difficulty understanding concept of danger
395666005	History of bilateral cataract extraction
395671003	Cancer diagnosis discussed with significant other
395673000	Ca care plan discussed with pt
395674006	Cancer care plan discussed with significant other
395675007	OCP contraindicated
395682006	Born by elective cesarean section
395683001	Born by normal vagin delivery
395686009	Preferred place of death discussed with significant other
395692003	Benign paraproteinemia
395703005	Meningitis C immunization refused
395706002	pT2: Tumor invades muscularis propria (colon/rectum)
395707006	pT3: Tumor invades through the muscularis propria into the subserosa or into non-peritonealized pericolic or perirectal tissues (colon/rectum)
395708001	pT3a,b: Tumor invades through the muscularis propria into the subserosa or into non-peritonealized pericolic or perirectal tissues, invades 5 mm or less beyond the border of the muscularis propria (colon/rectum)
395709009	pT3c,d: Tumor invades through the muscularis propria into the subserosa or into non-peritonealized pericolic or perirectal tissues, invades greater than 5 mm beyond the border of the muscularis propria (colon/rectum)
395710004	pT4: Tumor directly invades other organs or structures and/or perforates visceral peritoneum (colon/rectum)
395713002	Deep surgical margin involved by malignant neoplasm, focal
395714008	Deep surgical margin involved by malignant neoplasm, multifocal
395716005	Lymphatic invasion by tumor absent
395716005	Lymphatic invasion by tumour absent
395716005	Lymphatic (small vessel) invasion by tumor absent
395717001	Lymphatic (small vessel) invasion by tumor present
395717001	Lymphatic invasion by tumor present
395717001	Lymphatic invasion by tumour present
395718006	Lymphatic (small vessel) intramural invasion by tumor present
395718006	Lymphatic intramural invasion by tumor present
395718006	Lymphatic intramural invasion by tumour present
395719003	Lymphatic extramural invasion by tumour present
395719003	Lymphatic (small vessel) extramural invasion by tumor present
395719003	Lymphatic extramural invasion by tumor present
395720009	Lymphatic (small vessel) invasion by tumor indeterminate
395720009	Lymphatic invasion by tumour indeterminate
395720009	Lymphatic invasion by tumor indeterminate
39579001	Anaphylactic reaction
39579001	Generalised anaphylaxis
39579001	Generalized anaphylaxis
39579001	Systemic anaphylaxis
39586009	HPFH A gamma beta^+^ thalassemia
39586009	Hereditary persistence of fetal hemoglobin (HPFH) A gamma beta^+^ thalassemia
39586009	Hereditary persistence of fetal haemoglobin A gamma beta^+^ thalassaemia
39586009	Hereditary persistence of fetal hemoglobin A gamma beta^+^ thalassemia
39586009	Hereditary persistence of foetal haemoglobin (HPFH) A gamma beta^+^ thalassaemia
39591000119109	Female infertility of pituitary origin
39595001	Crush injury of leg
39595001	Crushing injury of leg
396082002	pT1: Tumor 7 cm or less in greatest dimension, limited to the kidney (kidney)
396084001	pT1a: Tumor 4 cm or less in greatest dimension, limited to the kidney (kidney)
396085000	pT1b: Tumor more than 4 cm but not more than 7 cm in greatest dimension, limited to the kidney (kidney)
396086004	pT2: Tumor more than 7 cm in greatest dimension, limited to the kidney (kidney)
396087008	pT3: Tumor extends into major veins or invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota's fascia (kidney)
396087008	pT3: Tumour extends into major veins or invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota fascia (kidney)
396087008	pT3: Tumor extends into major veins or invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota fascia (kidney)
396088003	pT3a: Tumor directly invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota fascia (kidney)
396088003	pT3a: Tumour directly invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota fascia (kidney)
396088003	pT3a: Tumor directly invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota's fascia (kidney)
396089006	pT3b: Tumor grossly extends into the renal vein or its segmental (muscle-containing) branches, or vena cava below the diaphragm (kidney)
396090002	pT3c: Tumor grossly extends into vena cava above diaphragm or invades the wall of the vena cava (kidney)
396091003	pT4: Tumor invades beyond Gerota's fascia (kidney)
396091003	pT4: Tumor invades beyond Gerota fascia (kidney)
396091003	pT4: Tumour invades beyond Gerota fascia (kidney)
396095007	pT1: Tumor limited to ampulla of Vater or sphincter of Oddi (ampulla of Vater)
396096008	pT2: Tumor invades duodenal wall (ampulla of Vater)
396097004	pT3: Tumor invades pancreas (ampulla of Vater)
396098009	pT4: Tumor invades peripancreatic soft tissues or other adjacent organs or structures (ampulla of Vater)
396100009	pT1: Solitary tumor without vascular invasion (liver, including intrahepatic bile ducts)
39610001	Undifferentiated schizophrenia, in remission
396101008	pT2: Solitary tumor with vascular invasion or multiple tumors none more than 5 cm (liver, including intrahepatic bile ducts)
396102001	pT3: Multiple tumors more than 5 cm or tumor involving a major branch of the portal or hepatic vein(s) (liver, including intrahepatic bile ducts)
396103006	pT4: Tumor(s) with direct invasion of adjacent organs other than the gallbladder or with perforation of visceral peritoneum (liver, including intrahepatic bile ducts)
396152005	Elevated PSA
396152005	Raised PSA
396184003	Amblyopia due to bilateral high refractive error
396200000	Renal tumor limited to kidney macroscopically
396201001	Renal capsular surgical margin involved by malignant neoplasm
396202008	Perinephric fat surgical margin involved by malignant neoplasm
396203003	Renal vein surgical margin involved by malignant neoplasm
396204009	Gerota's fascia surgical margin involved by malignant neoplasm
396204009	Surgical Gerota fascial margin involved by malignant neoplasm
396206006	Ureteral surgical margin involved by malignant neoplasm
39621005	Gallbladder disease
39621005	Gallbladder disorder
396212001	Adrenal gland involved by direct invasion of renal tumor
396213006	Adrenal gland involved by metastasis from renal tumor
396227001	Acquired keratosis palmaris et plantaris
396227001	Acquired palmoplantar keratosis
396227001	Acquired keratoderma palmaris et plantaris
396230008	DM - Dermatomyositis
396230008	Polymyositis with skin involvement
396230008	Wagner-Unverricht syndrome
39623008	Poisoning risk
396232000	IH - Inguinal hernia
396233005	Infectious arthropathy
396233005	Arthropathy related to infection
396234004	Infection-associated arthritis
396240006	Extent of stromal invasion by tumor cannot be assessed
39625001	Uta
39625001	Infection caused by Leishmania braziliensis
39625001	Espundia
39625001	Leishmania braziliensis complex
396275006	Hypertrophic arthritis
396275006	Osteoarthrosis
396275006	Degenerative arthropathy
396275006	Degenerative joint disease
396275006	Hypertrophic polyarthritis
396275006	OA - Osteoarthritis
396275006	Degenerative arthritis
396275006	OA - Osteoarthrosis
396285007	Bronchial pneumonia
396285007	Lobular pneumonia
39629007	PG - Pyogenic granuloma
39629007	Granuloma telangiectaticum of skin
396297008	pT2a (IIA): Tumor without parametrial invasion (TNM category and FIGO stage) (uterine cervix)
396298003	pT2b (IIB): Tumor with parametrial invasion (TNM category and FIGO stage) (uterine cervix)
396299006	pT3 (III): Tumor extends to pelvic wall and/or involves lower third of vagina and/or causes hydronephrosis or non-functioning kidney (TNM category and FIGO stage) (uterine cervix)
396300003	pT3a (IIIA): Tumor involves lower third of vagina, no extension to pelvic wall (TNM category and FIGO stage) (uterine cervix)
396301004	pT3b (IIIB): Tumor extends to pelvic wall and/or causes hydronephrosis or non-functioning kidney (TNM category and FIGO stage) (uterine cervix)
396302006	pT4 (IVA): Tumor invades mucosa of bladder or rectum and/or extends beyond true pelvis (bullous edema is not sufficient evidence to classify a tumor as pT4) (TNM category and FIGO stage) (uterine cervix)
396307000	Myometrial invasion by tumor absent
396308005	Myometrial invasion by tumor present
396312004	pT1 (I): Tumor confined to corpus uteri (TNM category and FIGO stage) (corpus uteri)
396313009	pT1a (IA): Tumor limited to endometrium (TNM category and FIGO stage) (corpus uteri)
396314003	pT1b (IB): Tumor invades less than one-half of the myometrium (TNM category and FIGO stage) (corpus uteri)
396315002	pT1c (IC): Tumor invades one-half or more of the myometrium (TNM category and FIGO stage) (corpus uteri)
396316001	pT2 (II): Tumor invades cervix but does not extend beyond uterus (TNM category and FIGO stage) (corpus uteri)
396317005	pT2a (IIA): Tumor limited to the glandular epithelium of the endocervix. There is no evidence of connective tissue stromal invasion (TNM category and FIGO stage) (corpus uteri)
396320002	pT3a (IIIA): Tumor involves serosa, AND/OR adnexa (direct extension or metastasis) AND/OR cancer cells in ascites or peritoneal washings (TNM category and FIGO stage) (corpus uteri)
396322005	pT4 (IVA): Tumor invades bladder mucosa and/or bowel mucosa (TNM category and FIGO stage) (corpus uteri)
396325007	Degeneration of skin
396326008	Dermatosis of old age
396330006	Celiac crisis
396331005	Idiopathic steatorrhoea
396331005	Coeliac syndrome
396331005	CD - Celiac disease
396331005	Idiopathic steatorrhea
396331005	Celiac sprue
396331005	CS - Celiac sprue
396331005	Celiac syndrome
396331005	Wheat-sensitive enteropathy
396331005	Gluten enteropathy
396331005	Gluten-sensitive enteropathy
396331005	CS - Coeliac sprue
396331005	Gluten-responsive sprue
396331005	GSE - Gluten-sensitive enteropathy
396331005	Gluten-induced enteropathy syndrome
396331005	Non-tropical sprue
396331005	Nontropical sprue
396331005	Celiac disease
396331005	CD - Coeliac disease
396331005	Coeliac sprue
396332003	Locomotor pain disorder
396332003	Musculoskeletal pain disorder
396334002	Dracontiasis - guinea-worm
396334002	Dracontiasis
396334002	Guinea-worm infection
396334002	Guinea worm disease
396334002	Dracunculiasis
396334002	Infection caused by Dracunculus medinensis
396334002	Dracunculosis
396335001	Acute on chronic cholecystitis
396337009	Acute on chronic gastritis
396338004	Sulfatide lipidosis
396338004	MLD
396338004	Metachromatic leucodystrophy
396338004	Metachromatic leukoencephaly
396338004	MLD - Metachromatic leucodystrophy
396338004	Sulphatide lipidosis
396338004	van Bogaert-Nijssen disease
396338004	Familial progressive cerebral sclerosis
396343006	Inflammation of umbilical cord
396347007	Exomphalos
396347007	Exumbilication
396360001	Tumor site not applicable
39638009	Hysterical anaesthesia
39638009	Hysterical anesthesia
396392000	pM1c: Metastasis to visceral site other than lung or distant metastasis at any site associated with an elevated serum lactic dehydrogenase (melanoma of the skin)
396392000	pM1c: Metastasis to visceral site other than lung or distant metastasis at any site associated with an elevated serum LDH (melanoma of the skin)
396393005	Perineural invasion by tumor indeterminate
396396002	Tumor infiltration by lymphocytes absent
396396002	Tumour infiltrating lymphocytes absent
396396002	Tumor infiltrating lymphocytes absent
396397006	Tumor infiltration by lymphocytes brisk
396397006	Tumor infiltrating lymphocytes brisk
396397006	Tumour infiltrating lymphocytes brisk
396398001	Tumor infiltration by lymphocytes non-brisk
396398001	Tumour infiltrating lymphocytes non-brisk
396398001	Tumor infiltrating lymphocytes non-brisk
39640004	Toxic effect of alkyl mercury compounds
396403000	Specimen involvement by macroscopic tumor present
396404006	Specimen involvement by macroscopic tumor absent
396405007	Specimen involvement by macroscopic tumor indeterminate
39641000119100	Unresolved contact lens keratitis
396416000	Matted nodes present in specimen
396418004	Matted nodes absent in specimen
39642007	Acute cecitis with perforation AND peritonitis
39643002	Choking caused by food in larynx
396434001	Regression of tumor absent
396440008	Regression involving 75% or more of tumor, present
396443005	Regression involving less than 75% of tumor, present
396445003	Tumor regression finding
396493009	pT1: Tumor 2 cm or less in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396494003	pT1a: Tumor 2 cm or less in greatest dimension, limited to dermis or 2 mm or less in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396495002	pT1b: Tumor 2 cm or less in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396496001	pT1c: Tumor 2 cm or less in greatest dimension, invading the subcutis and/or greater than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396497005	pT2: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396498000	pT2a: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, limited to dermis or greater than 2 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396499008	pT2b: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396500004	pT2c: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, invading the subcutis and/or greater than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396501000	pT3: Tumor more than 5 cm in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396502007	pT3a: Tumor more than 5 cm in greatest dimension, limited to dermis or not more than 2 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396503002	pT3b: Tumor more than 5 cm in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396504008	pT3c: Tumor more than 5 cm in greatest dimension, invading the subcutis and/or greater than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396506005	pT4: Tumor invades deep extradermal structures (i.e. cartilage, skeletal muscle, or bone) (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396507001	pT4b: Tumor invades deep extradermal structures (i.e. cartilage, skeletal muscle, or bone) greater than 6mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396508006	pT4a: Tumor invades deep extradermal structures (i.e. cartilage, skeletal muscle, or bone) not more than 6mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
396519009	10 or more mitotic figures per 10 HPF
39652006	Cape khakiweed poisoning
396528005	Surgical margin involvement by tumor indeterminate
396532004	Stage I: Tumor confined to gland, 5 cm or less (adrenal cortical carcinoma)
396532004	Stage 1: Tumour confined to gland, 5 cm or less (adrenal cortical carcinoma)
396532004	Stage 1: Tumor confined to gland, 5 cm or less (adrenal cortical carcinoma)
396533009	Stage II: Tumor confined to gland, greater than 5 cm (adrenal cortical carcinoma)
396533009	Stage 2: Tumor confined to gland, greater than 5 cm (adrenal cortical carcinoma)
396533009	Stage 2: Tumour confined to gland, greater than 5 cm (adrenal cortical carcinoma)
396534003	Stage III: Extraglandular extension of tumor without other organ involvement (adrenal cortical carcinoma)
396534003	Stage 3: Extraglandular extension of tumour without other organ involvement (adrenal cortical carcinoma)
396534003	Stage 3: Extraglandular extension of tumor without other organ involvement (adrenal cortical carcinoma)
396535002	Stage 4: Distant metastasis or extension into other organs (adrenal cortical carcinoma)
396544001	Cesarean wound disruption
396553008	Raised tumor
396554002	Flat tumor
396555001	Unpigmented tumor
396556000	Pigmented tumor
396559007	Necrotic tumor
396560002	Hemorrhagic tumor
396561003	Tumor pigmentation, diffuse
396562005	Tumor pigmentation, patchy/focal
396563000	Tumor pigmentation indeterminate
396564006	Tumor pigmentation cannot be determined
396565007	Tumor ulceration absent
396567004	pT1: Tumor 2 cm or less in greatest dimension (oropharynx)
396569001	pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension (oropharynx)
396570000	pT3: Tumor more than 4 cm in greatest dimension (oropharynx)
396571001	pT4a: Tumor invades the larynx, deep/extrinsic muscle of tongue, medial pterygoid muscle, hard palate, or mandible (oropharynx)
396572008	pT4b: Tumor invades lateral pterygoid muscle, pterygoid plates, lateral nasopharynx, or skull base or encases carotid artery (oropharynx)
396574009	pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension (lip and oral cavity)
396575005	pT1: Tumor 2 cm or less in greatest dimension (lip and oral cavity)
396576006	pT1: Tumor 2 cm or less in greatest dimension
396577002	pT3: Tumor more than 4 cm in greatest dimension (lip and oral cavity)
396578007	pT4a: Tumor invades through cortical bone, inferior alveolar nerve, floor of mouth, or skin of face, i.e., chin or nose (lip)
396579004	pT4a: Tumor invades through cortical bone, into deep (extrinsic) muscle of tongue (genioglossus, hyoglossus, palatoglossus, and styloglossus), maxillary sinus, or skin of face (oral cavity)
396580001	pT4b: Tumor involves masticator space, pterygoid plates, or skull base and/or encases internal carotid artery (lip and oral cavity)
396583004	pT1: Tumor confined to the nasopharynx (nasopharynx)
396584005	pT2a: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity without parapharyngeal extension (nasopharynx)
396585006	pT2: Tumor extends to the soft tissues (nasopharynx)
396586007	pT2b: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity with parapharyngeal extension (nasopharynx)
396587003	pT3: Tumor involves bony structures and/or paranasal sinuses (nasopharynx)
396588008	pT4: Tumor with intracranial extension, and/or involvement of cranial nerves, infratemporal fossa, hypopharynx, orbit, or masticator space (nasopharynx)
396589000	pT1: Tumor limited to one subsite of hypopharynx and 2 cm or less in greatest dimension (hypopharynx)
396590009	pT2: Tumor invades more than one subsite of hypopharynx or an adjacent site, or measures more than 2 cm but not more than 4 cm in greatest diameter without fixation of hemilarynx (hypopharynx)
396591008	pT3: Tumor measures more than 4 cm in greatest dimension or with fixation of hemilarynx (hypopharynx)
396592001	pT4a: Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, esophagus or central compartment of soft tissue (hypopharynx)
396593006	pT4b: Tumor invades prevertebral fascia, encases carotid artery, or involves mediastinal structures (hypopharynx)
396595004	pT1: Tumor limited to one subsite of supraglottis with normal vocal cord mobility (larynx, supraglottis)
396596003	pT2: Tumor invades mucosa of more than one adjacent subsite of supraglottis or glottis or region outside the supraglottis (e.g., mucosa of base of tongue, vallecula, medial wall of pyriform sinus) without fixation of the larynx
396597007	pT3: Tumor limited to the larynx with vocal cord fixation and/or invades any of the following: postcrocoid area, pre-epiglottic tissues, paraglottic space, and/or minor thyroid cartilage erosion (e.g., inner cortex) (larynx, supraglottis)
396598002	pT4a: Tumor invades through the thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, supraglottis)
396599005	pT4b: Tumor invades prevertebral space, encases carotid artery, or invades mediastinal structures (larynx, supraglottis)
39660007	Infection caused by Platynosomum concinnum
396601007	pT1: Tumor limited to the vocal cord(s) (may involve anterior or posterior commissure) with normal mobility (larynx, glottis)
396602000	pT1a: Tumor limited to one vocal cord (may involve anterior or posterior commissure) with normal mobility (larynx, glottis)
396603005	pT1b: Tumor involves both vocal cords (may involve anterior or posterior commissure) with normal mobility (larynx, glottis)
396604004	pT2: Tumor extends to the supraglottis AND/OR subglottis, AND/OR with impaired vocal cord mobility (larynx, glottis)
396605003	pT3: Tumor limited to the larynx with vocal cord fixation, and/or invades the paraglottic space, and/or minor thyroid cartilage erosion (larynx, glottis)
396606002	pT4a: Tumor invades through thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep intrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, glottis)
396607006	pT4b: Tumor invades prevertebral space, encases carotid artery, or invades mediastinal structures (larynx, glottis)
396609009	pT1: Tumor limited to the subglottis (larynx, subglottis)
396610004	pT2: Tumor extends to vocal cord(s) with normal or impaired mobility (larynx, subglottis)
396611000	pT3: Tumor limited to larynx with vocal cord fixation (larynx, subglottis)
396612007	pT4a: Tumor invades cricoid or thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, subglottis)
396613002	pT4b: Tumor invades prevertebral space, encases carotid artery, or invades mediastinal structures (larynx, subglottis)
396615009	pT1: Tumor limited to the maxillary sinus mucosa with no erosion or destruction of bone (maxillary sinus)
396616005	pT2: Tumor causing bone erosion or destruction including extension into the hard palate and/or middle nasal meatus, except extension to posterior wall of maxillary sinus and pterygoid plates (maxillary sinus)
396617001	pT3: Tumor invades any of the following: bone of the posterior wall of maxillary sinus, subcutaneous tissues, floor or medial wall of orbit, pterygoid fossa, ethmoid sinuses (maxillary sinus)
396618006	pT4a: Tumor invades anterior orbital contents, skin of cheek, pterygoid plates, infratemporal fossa, cribriform plate, sphenoid or frontal sinuses (maxillary sinus)
396619003	pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (maxillary sinus)
39662004	Schnyder's crystalline corneal dystrophy
396622001	pT1: Tumor restricted to any one subsite, with or without bony invasion (nasal cavity and ethmoid sinus)
396623006	pT2: Tumor invading two subsites in a single region or extending to involve an adjacent region within the nasoethmoidal complex, with or without bony invasion (nasal cavity and ethmoid sinus)
396624000	pT3: Tumor extends to invade the medial wall or floor of the orbit, maxillary sinus, palate, or cribriform plate (nasal cavity and ethmoid sinus)
396625004	pT4a: Tumor invades any of the following: anterior orbital contents, skin of nose or cheek, minimal extension to anterior cranial fossa, pterygoid plates, sphenoid or frontal sinuses (nasal cavity and ethmoid sinus)
396626003	pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (nasal cavity and ethmoid sinus)
396643000	Extra-capsular extension of nodal tumor absent
396644006	Extra-capsular extension of nodal tumor present
396650001	pT1: Tumor 2 cm or less in greatest dimension without extraparenchymal extension (major salivary glands)
396651002	pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension without extraparenchymal extension (major salivary glands)
396653004	pT3: Tumor more than 4 cm and/or tumor having extraparenchymal extension (major salivary glands)
396657003	pT4a: Tumor invades skin, mandible, ear canal, and/or facial nerve (major salivary glands)
396658008	pT4b: Tumor invades skull base and/or pterygoid plates and/or encases carotid artery (major salivary glands)
396664001	No tumor-associated epithelial lesion identified
396665000	Histologic type of tumor-associated epithelial lesion cannot be determined
396669006	pT1: Tumor invades subepithelial connective tissue (urinary bladder, ureter, renal pelvis)
396670007	pT2: Tumor invades muscularis propria (urinary bladder, ureter, renal pelvis)
396671006	pT2a: Tumor invades superficial muscle (inner half) (urinary bladder)
396672004	pT2b: Tumor invades deep muscle (outer half) (urinary bladder)
396673009	pT3: Tumor invades perivesical tissue (urinary bladder)
396674003	pT3a: Tumor invades perivesical tissue microscopically (urinary bladder)
396675002	pT3b: Tumor invades perivesical tissue macroscopically (extravesical mass) (urinary bladder)
396676001	pT4: Tumor invades any of the following: prostate, uterus, vagina, pelvic wall, abdominal wall (urinary bladder)
396677005	pT4a: Tumor invades prostate or uterus or vagina (urinary bladder)
396678000	pT4b: Tumor invades pelvic wall or abdominal wall (urinary bladder)
396681005	pT3: Tumor invades beyond muscularis into periureteric fat or renal parenchyma (renal pelvis)
396682003	pT4: Tumor invades adjacent organs, or through the kidney into the perinephric fat (renal pelvis and ureter)
396683008	pT3: Tumor invades beyond muscularis into periureteric fat (ureter)
396684002	pT2: Tumor invades muscularis (renal pelvis and ureter)
396697000	Serum LDH - Lactate dehydrogenase level elevated
396700001	Serum beta-HCG elevated
396700001	Elevated serum human chorionic gonadotrophin level, beta subunit
396701002	Finding of serum tumor marker level
396701002	Serum tumor marker level
396701002	Serum tumour marker level
396722008	Serum tumor marker levels unknown
396728007	pT1: Tumor limited to the testis and epididymis without vascular/lymphatic invasion; tumor may invade into the tunica albuginea but not the tunica vaginalis (testis)
396729004	pT2: Tumor limited to the testis and epididymis with vascular/lymphatic invasion, or tumor extending through the tunica albuginea with involvement of the tunica vaginalis (testis)
396730009	pT3: Tumor invades the spermatic cord with or without vascular/lymphatic invasion (testis)
39673006	Open wound of loin without complication
396731008	pT4: Tumor invades the scrotum with or without vascular/lymphatic invasion (testis)
396733006	pN2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or more than 5 nodes positive, none more than 5 cm; or evidence of extranodal extension of tumor (testis)
396777004	Surgical spermatic cord margin involved by tumor
396778009	Surgical spermatic cord margin uninvolved by tumor
396782006	Past medical history unknown
396784007	Number of nodal groups present in specimen cannot be determined
396787000	Tumour metastasis to non-regional lymph nodes
396787000	Tumor involvement of non-regional lymph nodes
396787000	Tumor metastasis to non-regional lymph nodes
396787000	Tumour involvement of non-regional lymph nodes
396787000	Tumor metastasis to non-regional lymph nodes present
396788005	Tumour involvement of non-regional lymph nodes absent
396788005	Tumor involvement of non-regional lymph nodes absent
396788005	Tumor metastasis to non-regional lymph nodes absent
396789002	Tumor involvement of non-regional lymph nodes not applicable
396789002	Tumour involvement of non-regional lymph nodes not applicable
396789002	Tumor metastasis to non-regional lymph nodes not applicable
396794002	Viable tumor present in specimen
396795001	Non-viable tumor present in specimen
396796000	No tumor present in specimen
396798004	pT1: Tumor limited to the pancreas, 2 cm or less in greatest dimension (exocrine pancreas)
396799007	pT2: Tumor limited to the pancreas, more than 2 cm in greatest dimension (exocrine pancreas)
396800006	pT3: Tumor extends beyond the pancreas but without involvement of the celiac axis or the superior mesenteric artery (exocrine pancreas)
396803008	pT4: Tumor involves the celiac axis or the superior mesenteric artery (exocrine pancreas)
396872002	Surgical posterior retroperitoneal pancreatic margin involved by tumor
396874001	Solid, entirely encapsulated tumor
396875000	Solid, partially encapsulated tumor
396876004	Cystic, entirely encapsulated tumor
396877008	Cystic, partially encapsulated tumor
396881008	Tumor limited to the pancreas (endocrine pancreas)
396882001	Tumor invades beyond pancreatic capsule, but does not invade adjacent structures AND/OR organs (endocrine pancreas)
396883006	Tumor invades beyond pancreatic capsule to adjacent structures AND/OR organs (endocrine pancreas)
396883006	Tumour invades beyond pancreatic capsule with direct extension to adjacent structures AND/OR organs (endocrine pancreas)
396883006	Tumor invades beyond pancreatic capsule with direct extension to adjacent structures AND/OR organs (endocrine pancreas)
396884000	Tumor invades beyond pancreatic capsule to duodenum (endocrine pancreas)
